Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCP50,OUT049,2397.37935
FDZ47,OUT018,2177.9649600000002
FDU57,OUT049,2328.0695699999997
FDY44,OUT013,2483.5338699999998
DRH59,OUT018,1911.8447
FDB03,OUT027,4211.81751
FDY46,OUT045,2652.5471999999995
FDM39,OUT045,2685.1381100000003
FDY36,OUT035,1226.3703099999998
NCM55,OUT035,2717.4959900000003
FDJ50,OUT010,229.76758000000004
DRL60,OUT013,2653.8455099999996
NCJ54,OUT049,3600.7795600000004
FDX59,OUT017,1484.9670300000002
FDI07,OUT013,2627.74615
DRF51,OUT010,286.39387000000005
FDM14,OUT017,1856.9494900000002
FDP21,OUT045,3025.79468
FDE40,OUT035,2523.8480600000003
FDE05,OUT035,2099.8333300000004
FDM13,OUT027,3683.072440000001
FDC34,OUT027,3849.7887600000004
NCI55,OUT018,1676.38453
NCE43,OUT018,2066.1438499999995
FDW58,OUT018,2179.86249
FDG60,OUT045,2434.3645399999996
FDV31,OUT017,3033.7509899999995
FDR47,OUT013,2730.3126399999996
FDM60,OUT019,179.93245000000002
NCF06,OUT018,2335.12705
NCN26,OUT027,3222.4387100000004
FDQ59,OUT049,1709.00873
FDF09,OUT046,1924.8943799999997
NCS06,OUT017,4287.45239
FDT44,OUT046,1678.8479900000002
FDI19,OUT017,2889.9714799999997
FDT22,OUT017,1327.2722999999999
NCF54,OUT027,4184.51971
DRG25,OUT045,2435.29666
FDB59,OUT017,2483.96664
FDQ37,OUT017,2785.4741700000004
FDP56,OUT035,1853.42075
FDW44,OUT035,2415.12292
FDJ26,OUT010,426.54476999999997
FDU43,OUT018,2571.1531499999996
FDW33,OUT045,1664.7330299999999
NCX53,OUT027,3686.1351200000004
FDN56,OUT010,354.27218
DRF15,OUT049,2275.0386000000008
FDO33,OUT017,2195.708530000001
FDZ39,OUT010,409.33384
NCJ19,OUT017,1812.10786
FDU01,OUT035,2638.4322399999996
FDT12,OUT035,2470.2178700000004
NCM18,OUT018,1345.84812
FDP19,OUT017,2016.84136
NCR42,OUT049,1660.1722999999997
FDN10,OUT046,2198.43831
FDG44,OUT017,1229.6993100000002
FDQ10,OUT046,2733.07571
DRH13,OUT049,2283.2279399999998
FDT52,OUT013,2496.71671
FDM56,OUT045,2063.14775
NCO43,OUT010,279.00348999999994
NCV29,OUT035,2796.65961
NCF06,OUT013,3367.216919999999
FDO50,OUT035,1812.3741800000003
FDT59,OUT013,2996.26645
FDX40,OUT027,1423.18079
FDE50,OUT017,2979.85448
FDX51,OUT017,3290.2504400000007
NCD30,OUT018,1474.4141000000002
FDK15,OUT013,2294.24693
FDL12,OUT045,1148.0389400000001
FDK46,OUT017,4077.2593299999994
DRH49,OUT010,284.16344000000004
FDQ57,OUT046,2320.8123500000006
FDY59,OUT017,1214.01972
FDO09,OUT018,2531.3716
NCG30,OUT035,2576.71258
FDM09,OUT017,2767.93034
NCN17,OUT027,2832.84584
NCS42,OUT013,1736.3065300000003
FDD02,OUT019,349.34526000000005
FDE34,OUT013,2935.2791700000002
FDU38,OUT045,3105.2246200000004
FDB33,OUT046,2131.0260599999997
NCJ29,OUT017,1407.30146
FDZ27,OUT035,2785.07469
FDI40,OUT013,1609.80453
FDG22,OUT013,2116.3118799999997
FDT51,OUT017,1758.1780600000002
FDF20,OUT018,2545.85275
FDV50,OUT035,2672.28817
FDT02,OUT049,1553.4445600000001
DRC49,OUT017,2201.1015099999995
FDF26,OUT049,2270.2781299999997
FDV52,OUT035,2393.95048
FDX59,OUT049,1868.3679600000003
FDV25,OUT035,2693.42732
FDW23,OUT027,2260.7571900000003
FDE53,OUT018,1307.46475
FDA19,OUT017,2257.69451
FDH22,OUT046,2407.1666099999998
NCO41,OUT013,1661.4373200000002
FDX12,OUT017,3149.20071
FDF17,OUT013,2450.61006
FDS11,OUT045,2609.17033
FDR51,OUT035,2455.37053
FDT49,OUT010,238.78916999999996
FDC56,OUT013,1899.8935900000001
FDR13,OUT027,3382.3971600000004
FDQ60,OUT035,2100.36597
FDN38,OUT049,2522.58304
NCL29,OUT013,1703.5491699999998
FDO13,OUT027,4619.68659
FDE26,OUT018,1896.36485
FDA31,OUT010,298.01207999999997
FDX14,OUT035,2785.07469
FDA34,OUT045,2762.23775
FDF26,OUT013,2087.3828700000004
FDE38,OUT045,2647.28738
DRI11,OUT046,2347.31119
FDQ60,OUT027,3898.1924200000003
FDL21,OUT027,1879.6199800000002
DRC12,OUT027,3609.3350900000005
FDC47,OUT046,3054.75698
FDE57,OUT045,2302.10337
FDT14,OUT045,1751.5866400000002
NCZ53,OUT046,2810.90773
FDE28,OUT018,1784.97651
FDR19,OUT035,1889.0410500000003
NCF54,OUT019,353.10703
FDZ08,OUT046,2056.4231700000005
NCJ05,OUT018,2388.6906599999998
FDF59,OUT046,1798.4256699999999
NCO05,OUT035,1946.86578
FDW24,OUT018,1698.0896099999998
NCX42,OUT018,2295.94472
NCA53,OUT035,1434.03333
FDI45,OUT019,375.17830000000004
FDG46,OUT046,1961.4468000000002
FDM20,OUT010,403.90757
FDW11,OUT010,267.3187
FDX08,OUT035,2973.3629300000002
NCK17,OUT035,1719.0955999999999
FDK32,OUT018,1967.7719000000004
NCA42,OUT035,2707.8086000000003
DRI01,OUT035,2469.3190399999994
NCL55,OUT049,3466.4211200000004
DRE25,OUT018,1607.4076499999999
FDD14,OUT017,3038.64462
FDB10,OUT046,2959.5475800000004
DRN11,OUT035,2191.1478
FDP38,OUT018,1850.7575500000003
NCA30,OUT017,2983.58296
FDT15,OUT017,3328.9001300000004
NCP55,OUT018,1595.7561500000002
FDF12,OUT035,1392.38754
FDM21,OUT018,2825.6552
FDX56,OUT035,2790.9004400000003
FDF10,OUT017,2499.11359
FDT32,OUT045,3331.0972699999998
FDM51,OUT018,1621.98867
NCR50,OUT018,1812.9068199999997
FDI19,OUT049,3144.639980000001
FDX21,OUT017,1912.0111500000003
FDR31,OUT035,2214.15119
FDY02,OUT013,2715.39872
NCA29,OUT045,2984.5483700000004
NCX17,OUT046,2802.5186500000004
FDM12,OUT045,3167.4436299999998
FDI53,OUT027,4193.00866
NCU30,OUT049,2673.32016
FDC56,OUT027,3532.6016399999994
FDK27,OUT018,2016.8746500000002
NCK18,OUT017,2892.0687499999995
FDB52,OUT019,326.34187000000003
DRG25,OUT027,3609.8011500000007
FDZ13,OUT049,1314.9550000000004
FDB57,OUT019,310.16293
FDR40,OUT046,2235.85627
NCO14,OUT019,284.82924
NCN19,OUT045,2799.08978
FDQ28,OUT019,319.08465
FDO13,OUT018,2058.68689
FDK48,OUT013,1692.6633399999998
FDU07,OUT018,2115.3797600000003
FDW20,OUT046,2015.77608
FDV12,OUT010,234.62792000000005
FDH24,OUT013,2256.1298800000004
FDV59,OUT049,3173.56899
FDK57,OUT045,1889.5071099999998
FDL16,OUT027,2094.3737699999997
NCQ17,OUT046,2359.22901
FDJ15,OUT018,2152.46482
FDX24,OUT049,1646.32366
FDT47,OUT046,2377.9046999999996
FDT10,OUT049,1602.8802099999998
FDZ37,OUT018,1707.777
FDW43,OUT027,5456.663769999999
DRN36,OUT017,1545.6547000000003
FDJ14,OUT045,1482.57015
FDA32,OUT013,3472.979249999999
FDJ38,OUT019,427.27715
FDQ57,OUT017,2169.1764000000003
NCQ41,OUT019,393.85399
FDG56,OUT049,1604.41155
DRC13,OUT027,2938.97436
FDV55,OUT035,2537.3305100000002
FDQ49,OUT045,2505.23895
FDE29,OUT010,357.00195999999994
FDR03,OUT013,2601.64679
FDD45,OUT049,1696.55827
FDN38,OUT010,435.43319999999994
FDT56,OUT046,1953.05772
FDT48,OUT045,2975.29375
FDU03,OUT049,2370.11484
FDC56,OUT010,288.02508
NCO43,OUT027,2713.26816
FDQ27,OUT017,2073.43436
FDR03,OUT046,2345.58011
DRH23,OUT010,229.83416000000005
FDG22,OUT045,1170.37653
NCJ42,OUT013,2036.8153600000005
FDR24,OUT046,2084.22032
FDW60,OUT035,2470.2178700000004
FDJ08,OUT013,2786.00681
DRL59,OUT018,1736.1733700000004
FDG60,OUT010,353.77283
FDW27,OUT017,2217.74651
FDX14,OUT018,1353.1053399999998
FDC20,OUT013,1340.8213300000002
NCS29,OUT018,2692.7615200000005
FDJ56,OUT046,1888.6415699999998
FDB20,OUT019,375.1782999999999
FDL28,OUT027,5029.41991
FDW01,OUT018,1789.2376300000003
FDL03,OUT046,2250.70361
FDX22,OUT049,2842.23362
FDJ21,OUT035,2210.35613
FDR31,OUT045,2309.3273
FDG21,OUT035,2680.8104099999996
FDS22,OUT027,1830.35078
FDK08,OUT035,1806.0157900000002
FDE17,OUT018,1500.54675
NCN30,OUT017,1892.96927
FDT50,OUT046,2323.07607
NCX42,OUT049,2673.32016
FDJ12,OUT035,2470.2178700000004
NCA18,OUT027,2989.00923
FDP23,OUT019,503.74428
FDX12,OUT013,3073.4659600000005
FDN40,OUT018,1709.80769
FDV48,OUT035,2100.36597
NCY54,OUT013,2740.6325399999996
FDL16,OUT010,318.55201
FDR45,OUT018,2697.78831
FDJ52,OUT046,2304.73328
DRG01,OUT017,1152.5330900000001
FDP52,OUT013,2526.54455
FDU58,OUT017,2878.15353
FDL02,OUT045,2393.9504799999995
FDG28,OUT013,2496.71671
FDA19,OUT035,2431.1687
FDW46,OUT027,1859.14663
NCD43,OUT049,2065.8442399999994
DRG39,OUT013,1600.2835899999998
NCF55,OUT049,1684.30755
FDJ07,OUT046,2094.7732499999997
FDE08,OUT046,2111.6845700000003
FDP56,OUT019,375.1782999999999
FDT45,OUT045,1373.8783
FDF17,OUT018,2466.1232
FDX44,OUT046,2008.31912
FDM28,OUT027,3657.605589999999
FDI36,OUT049,2452.74062
FDS07,OUT045,1909.08163
FDD36,OUT045,1464.9597399999998
FDW11,OUT046,1812.74037
FDN40,OUT049,2236.58865
NCQ18,OUT049,2395.11563
NCQ54,OUT017,2850.85573
NCS42,OUT045,1385.69625
DRH39,OUT010,273.44406
FDC09,OUT027,3082.75387
FDT08,OUT010,314.82353
FDC08,OUT035,2790.9004400000003
FDT20,OUT017,1069.5744099999997
FDS35,OUT035,2131.25909
FDX58,OUT018,2465.32424
FDW58,OUT046,2461.7954999999997
DRD27,OUT046,2134.2218999999996
FDH32,OUT019,375.1782999999999
FDS26,OUT035,3187.7838199999997
FDQ31,OUT046,2299.77307
FDP11,OUT018,2926.1244199999996
FDD58,OUT017,1777.8524499999999
FDM33,OUT045,3336.59012
FDZ16,OUT049,2620.42235
NCS29,OUT010,765.67
NCM18,OUT019,259.89503
FDP11,OUT049,2803.21774
NCC42,OUT017,2296.3442000000005
DRM23,OUT046,2678.94617
NCN55,OUT027,3527.6414299999997
FDK46,OUT013,3198.70294
FDR01,OUT046,2247.97383
NCA05,OUT045,2326.50494
NCP43,OUT017,2643.19271
FDR12,OUT010,277.87163
FDQ01,OUT013,2223.27265
FDM13,OUT046,2591.65979
FDQ19,OUT017,3917.83352
FDK56,OUT019,375.17830000000004
NCX06,OUT010,412.72941999999995
FDO56,OUT027,3304.1323700000003
FDU45,OUT045,2172.60527
FDI16,OUT019,231.86485000000008
FDL32,OUT046,1953.0577199999996
FDA07,OUT046,2507.53596
FDA14,OUT045,2517.5562500000005
FDV46,OUT027,3848.4571600000004
NCO07,OUT035,2491.78979
NCP41,OUT046,1980.2223599999998
FDY60,OUT018,2077.4291599999997
FDN38,OUT017,3293.7126000000003
FDO15,OUT046,2173.47081
FDT60,OUT013,1692.6633399999998
FDA55,OUT035,2851.9543000000003
FDE02,OUT010,235.22714000000002
DRJ39,OUT049,2992.60455
FDV34,OUT035,1675.5522799999999
FDS20,OUT027,4286.12079
FDF02,OUT027,3477.34024
FDW40,OUT017,2300.10597
NCB43,OUT046,2883.5465099999997
FDR58,OUT017,1769.9294300000001
DRJ59,OUT035,1750.45478
NCD30,OUT017,1682.0771200000004
FDE14,OUT017,1668.6279600000003
FDC28,OUT018,1465.2593499999998
FDU16,OUT018,1296.0795700000003
NCD19,OUT035,2056.1568500000003
FDU21,OUT046,1393.1865
FDV59,OUT027,4710.168810000001
FDU03,OUT045,2709.3399400000008
FDC33,OUT010,359.23239
NCR42,OUT035,1794.0979700000003
DRH59,OUT035,1903.88839
NCM31,OUT035,2127.99667
FDS50,OUT035,3187.7838200000006
FDP39,OUT046,1374.57739
FDQ55,OUT013,1792.56663
FDV36,OUT019,291.58711000000005
FDI05,OUT027,2747.69002
FDS45,OUT027,2405.56869
FDA39,OUT045,1851.7229599999998
FDC37,OUT010,210.12648
FDJ60,OUT027,4050.7937800000013
DRQ35,OUT046,2412.8592
NCJ06,OUT046,2109.65388
NCY42,OUT018,2129.49472
DRM37,OUT049,2940.2060899999997
FDR14,OUT045,1114.71565
FDE51,OUT049,2273.24094
FDT33,OUT017,2525.97862
FDR08,OUT013,1829.21892
FDE36,OUT010,288.1582400000001
FDL22,OUT019,393.1549000000001
FDR44,OUT013,2278.1678600000005
FDI56,OUT019,375.1783
FDE47,OUT010,303.23861
FDV27,OUT010,411.56427
FDV10,OUT049,1538.3309
FDC40,OUT045,1551.38058
NCX41,OUT013,2297.57593
NCQ38,OUT027,2620.3557699999997
FDV12,OUT027,3897.7929400000007
FDE52,OUT017,1281.76487
FDG20,OUT027,4582.00231
FDV16,OUT027,2897.49502
FDI32,OUT017,1833.0805600000003
FDJ32,OUT049,1425.74412
FDN39,OUT018,1890.43923
FDY34,OUT017,2733.17558
FDC14,OUT035,2443.7856100000004
FDA55,OUT017,3848.35729
FDZ50,OUT010,455.44049000000007
DRG13,OUT049,2503.70761
FDP01,OUT013,2294.2136399999995
NCG54,OUT017,3129.5929000000006
FDM13,OUT045,2531.8709499999995
NCO18,OUT027,4197.36965
NCW41,OUT013,2207.127
FDM52,OUT027,2698.7870099999996
NCF55,OUT035,2162.08563
FDT09,OUT046,1630.11143
NCM19,OUT035,2013.57894
FDW12,OUT018,2061.25022
FDP15,OUT019,453.11019000000005
FDK36,OUT045,1182.3942200000001
FDZ25,OUT035,2613.7310599999996
NCW06,OUT049,3177.1976000000004
FDW60,OUT046,2750.7194100000006
DRC49,OUT013,2683.00755
NCT17,OUT035,2832.5462300000004
NCN06,OUT018,2071.66999
FDC45,OUT013,2812.7719700000002
DRJ47,OUT019,357.96736999999996
NCF06,OUT045,3970.66475
FDE21,OUT010,264.0895699999999
DRG27,OUT013,1607.5075199999999
FDW40,OUT049,2324.9403100000004
NCO53,OUT046,2821.7269800000004
FDE23,OUT049,1479.4408900000003
FDQ16,OUT046,1740.9338400000004
FDS26,OUT045,3787.56975
FDZ13,OUT010,180.59825
FDS14,OUT049,2490.92425
FDC10,OUT045,1847.5284199999999
FDY16,OUT049,2597.5521200000003
FDJ20,OUT035,2244.0788999999995
FDV43,OUT035,2130.9594800000004
FDZ32,OUT027,3130.29199
FDR23,OUT046,2909.44613
FDN24,OUT035,1180.29695
FDE34,OUT027,4907.811540000001
FDU31,OUT013,2814.56963
FDW33,OUT018,1707.91016
FDU26,OUT046,2390.95438
FDE20,OUT027,4574.24574
NCW05,OUT035,2209.4240100000006
FDB22,OUT018,2485.29824
FDO56,OUT046,2365.38766
FDA19,OUT027,3691.4615199999994
DRI39,OUT045,1276.93782
FDH52,OUT018,1433.30095
FDZ50,OUT035,2780.81357
NCN42,OUT035,2553.2098399999995
FDB53,OUT013,1998.6317299999998
DRG11,OUT017,1982.0533099999998
DRK11,OUT027,3350.1058600000006
FDQ60,OUT017,2507.90215
FDT36,OUT017,1094.50862
DRG25,OUT018,2215.31634
DRJ23,OUT046,2743.4621899999997
FDG05,OUT035,2972.36423
NCK06,OUT018,2010.9157400000004
FDU52,OUT017,1982.4195000000004
FDW07,OUT018,1451.17768
NCM17,OUT045,1084.8545199999999
FDA22,OUT045,2861.97459
NCA41,OUT018,2620.7552499999997
FDF38,OUT035,2443.78561
FDH52,OUT046,2235.8562699999998
FDY58,OUT019,498.08498
FDZ16,OUT045,3049.53045
NCM18,OUT017,1059.52083
FDA22,OUT018,2169.6757500000003
NCJ43,OUT035,2844.0978600000003
FDI34,OUT027,4536.69462
FDG56,OUT046,2079.69288
FDS34,OUT046,1783.9112300000002
DRC01,OUT035,1322.3786699999998
FDQ04,OUT035,1716.13279
FDK04,OUT035,1883.84781
FDT51,OUT049,2274.8388600000003
FDV26,OUT017,2747.0242200000002
FDS04,OUT049,2052.2286299999996
FDW43,OUT018,2490.25845
FDQ28,OUT010,312.65968000000004
NCK06,OUT017,2027.42758
FDS23,OUT018,2084.38677
FDZ36,OUT019,420.88547
FDE56,OUT018,1448.41461
FDW10,OUT027,4632.50324
NCN14,OUT045,2576.9789
NCQ18,OUT045,1677.58297
FDW08,OUT017,1873.32817
FDU43,OUT035,2790.9004400000003
FDR33,OUT010,348.04695000000004
FDM24,OUT010,292.18633
NCZ05,OUT046,1797.62671
NCV41,OUT035,1955.98724
FDV11,OUT018,2478.8399799999997
NCY05,OUT035,1653.28127
FDV44,OUT018,2106.75765
FDW32,OUT049,1781.1148699999999
NCU18,OUT027,3725.28416
NCC43,OUT035,3484.2312699999993
FDW19,OUT013,1887.7760300000002
FDN31,OUT035,2958.38243
FDI48,OUT045,1245.1458699999998
FDS24,OUT017,2013.6788099999999
FDF46,OUT049,2506.8035800000002
DRG23,OUT017,2513.7279000000003
FDG14,OUT018,1885.1461199999999
NCY30,OUT049,2736.7376099999997
FDO28,OUT018,1626.2830800000002
DRD24,OUT035,2242.6474300000004
FDI33,OUT049,2151.03335
FDN32,OUT046,2344.84773
FDR16,OUT045,3307.6943999999994
FDF26,OUT046,2210.62245
NCN29,OUT018,1502.2778299999998
FDE20,OUT045,2519.1541700000002
FDA46,OUT046,3057.85295
FDU28,OUT045,3235.1554899999996
FDQ48,OUT045,1612.5675999999999
FDV36,OUT013,2256.12988
FDR14,OUT018,1353.1053399999998
FDP23,OUT017,3050.8620500000006
FDP56,OUT013,1554.21023
FDK48,OUT010,196.11139
FDR48,OUT046,1869.0337600000003
NCY29,OUT049,1783.5117499999997
FDM22,OUT018,1580.10985
DRJ01,OUT013,2620.62209
FDZ43,OUT045,3964.839000000001
FDV03,OUT035,2860.70957
FDX11,OUT027,4029.3550200000004
NCA41,OUT027,3960.8441999999995
FDE38,OUT017,2844.2976
FDI27,OUT018,2152.46482
FDN32,OUT013,2924.62637
NCN43,OUT017,1965.4416000000006
FDB47,OUT027,5396.9748
FDV03,OUT017,2600.54822
NCN30,OUT045,2141.9118900000003
NCV54,OUT010,287.99179
FDV07,OUT013,1691.2984500000002
FDP07,OUT049,3035.8149700000004
FDK48,OUT018,1698.0896099999998
FDM15,OUT019,426.4449000000001
FDY19,OUT027,3379.86712
FDK46,OUT046,2959.0149400000005
FDY11,OUT045,1453.5412700000002
FDH09,OUT046,1162.8196999999998
FDO08,OUT027,4507.432709999999
FDU14,OUT013,3000.6274399999998
FDD22,OUT027,3321.8759400000004
FDM27,OUT017,2192.8123000000005
FDL02,OUT027,3514.02582
NCA17,OUT035,2305.5655300000008
FDE38,OUT019,416.52448000000004
NCG07,OUT049,3394.9142
DRC27,OUT013,3234.6228499999997
FDA27,OUT035,2919.1002299999996
FDW40,OUT045,2445.64985
DRI11,OUT013,1740.2347500000003
FDN50,OUT046,2024.6312200000004
FDR12,OUT046,3237.91856
FDT34,OUT027,3594.55433
FDW11,OUT035,2200.469
NCO30,OUT027,4197.36965
FDZ34,OUT017,2673.2868700000004
FDU45,OUT017,1989.3438200000005
NCD42,OUT035,1639.79882
FDX25,OUT045,2713.03513
NCR29,OUT046,1438.62735
FDX43,OUT019,375.1782999999999
FDB04,OUT010,266.18683999999996
FDR49,OUT027,3477.34024
FDS39,OUT018,2171.1738
FDW58,OUT045,1611.83522
FDG22,OUT019,297.41286
FDG31,OUT017,2003.1924599999998
NCV53,OUT027,3960.8441999999995
DRJ37,OUT035,2283.6939999999995
FDV07,OUT035,2286.55694
FDW52,OUT018,1807.7468699999997
FDT15,OUT045,3011.4134
FDD02,OUT018,1693.9283599999999
FDM16,OUT035,2025.56334
NCE55,OUT046,2886.1098399999996
FDB57,OUT018,2213.0859100000002
FDQ04,OUT013,1584.03807
FDQ47,OUT019,215.18656000000001
FDY14,OUT019,330.43654000000004
DRK37,OUT017,2619.5901000000003
FDO25,OUT017,3012.61184
FDL57,OUT046,2573.41687
NCK29,OUT018,1539.4294699999998
FDK46,OUT027,5816.82828
NCB43,OUT010,435.99913
DRE01,OUT027,3609.3350900000005
FDC46,OUT018,2757.0778
FDQ23,OUT045,2044.4054800000006
FDX38,OUT049,2235.39021
FDG60,OUT018,1871.1310299999998
FDW55,OUT017,3689.7970200000004
FDP39,OUT013,1579.31089
FDB20,OUT018,1407.9672600000001
FDV21,OUT017,1961.5133800000003
FDZ02,OUT013,2410.36245
FDP19,OUT027,3480.3696299999997
FDA38,OUT035,3260.8553699999998
FDH22,OUT045,2313.5551299999997
DRM11,OUT045,3003.32393
FDO12,OUT027,2505.3055300000005
FDT14,OUT049,2363.72316
FDW34,OUT010,381.40353000000005
FDG04,OUT027,3657.60559
FDW59,OUT018,1812.8069499999997
FDR33,OUT018,1999.36411
FDP32,OUT013,2033.9191299999998
FDL13,OUT027,5932.044970000001
FDD22,OUT013,2512.5627499999996
FDV40,OUT027,2019.8041699999999
NCD55,OUT046,1228.70061
FDQ20,OUT010,256.76577000000003
FDD28,OUT045,952.8929599999999
FDC39,OUT045,3091.9419100000005
NCR17,OUT049,1961.1804799999998
DRO35,OUT018,2166.71294
FDF40,OUT049,2532.4701700000005
FDR31,OUT018,1979.6897199999999
NCQ41,OUT017,2876.05626
FDP38,OUT046,1655.4451199999999
NCU54,OUT027,5105.25453
FDG22,OUT018,1687.5699699999998
DRK59,OUT013,2842.6996799999997
FDC37,OUT046,1613.3998499999998
NCO42,OUT013,2327.9364099999993
NCT42,OUT017,2378.4040499999996
FDX27,OUT035,2744.79379
FDV40,OUT018,1514.3953900000001
FDT45,OUT027,1664.96606
FDS47,OUT019,351.54239999999993
FDR45,OUT035,3731.87558
FDB03,OUT045,3464.29056
FDO49,OUT035,1361.3945499999998
FDU60,OUT027,3969.5661799999993
FDB26,OUT018,1548.91712
FDB46,OUT017,3341.3505899999996
FDQ37,OUT019,469.28912999999994
FDN03,OUT017,3406.3326700000007
NCX30,OUT045,3036.4474800000007
FDK32,OUT019,310.16293
DRM47,OUT013,2400.8415099999997
NCO02,OUT046,1767.86545
FDP04,OUT013,1403.90588
NCO43,OUT049,2446.6485499999994
FDD59,OUT013,1855.8842099999997
FDQ10,OUT017,2986.1462899999997
FDW45,OUT035,2698.9867499999996
NCK30,OUT049,3670.4555299999993
FDU31,OUT018,2581.4064700000004
NCQ17,OUT019,421.98404
FDN01,OUT017,2449.8443899999997
FDZ19,OUT049,2504.83947
DRG37,OUT017,2851.4216600000004
FDE32,OUT045,1517.3249099999998
FDO34,OUT049,2285.4250799999995
FDM04,OUT019,239.55483999999996
FDZ25,OUT049,2376.63968
FDU08,OUT049,1720.6269399999996
NCW30,OUT045,3970.66475
NCM18,OUT013,1811.40877
FDS22,OUT035,1672.8224999999998
NCH18,OUT017,4249.768109999999
FDC23,OUT013,2563.62961
FDY46,OUT013,3220.94066
NCU06,OUT046,3037.5127600000005
FDX57,OUT045,1665.76502
FDX36,OUT027,4157.654680000001
FDL16,OUT045,1405.5703799999997
FDT16,OUT010,551.2824
FDN16,OUT018,1379.3045699999998
FDC03,OUT046,3147.7359500000002
DRF60,OUT013,3708.1398100000006
FDS27,OUT027,4325.070089999999
FDP33,OUT010,449.24854999999997
FDJ36,OUT018,1532.3054099999997
NCR42,OUT013,1542.2258299999999
FDV14,OUT017,1657.87529
NCP42,OUT035,3437.0260499999995
FDB50,OUT027,3477.34024
NCC30,OUT027,4104.42397
FDA23,OUT018,1698.0896100000002
FDW16,OUT017,1812.3741799999996
FDQ52,OUT010,383.93357000000003
FDB58,OUT049,2325.00689
NCP29,OUT049,2071.03748
NCM05,OUT045,3094.67169
FDO25,OUT013,3788.56845
NCM54,OUT046,2195.7085299999994
NCL54,OUT046,2434.3978299999994
FDL39,OUT010,437.79679000000004
FDF53,OUT018,1805.84934
NCQ42,OUT035,2227.7002199999997
FDF58,OUT013,1831.9487000000001
FDZ04,OUT035,1576.6809799999999
FDE26,OUT019,355.27088
FDS60,OUT017,1918.4361200000008
FDV58,OUT017,2596.5867100000005
FDM04,OUT045,1338.15813
FDE08,OUT035,2537.3305100000002
NCB43,OUT049,2797.2921199999996
FDU11,OUT010,313.49192999999997
FDF22,OUT019,398.51459000000006
FDE24,OUT013,1946.9656499999996
DRJ49,OUT046,2151.06664
NCQ53,OUT035,3046.16816
NCL41,OUT013,1401.60887
FDR22,OUT013,2186.4872
FDH04,OUT035,2314.45396
DRH15,OUT045,1188.1200999999999
FDY40,OUT049,1687.8029999999999
NCI17,OUT035,2006.8543600000005
NCC18,OUT013,2668.9258800000002
FDY28,OUT027,5029.419910000001
FDB45,OUT027,3162.35026
NCL30,OUT018,1647.22249
FDM10,OUT017,3273.10609
FDH22,OUT027,3903.2524999999996
NCZ53,OUT017,2632.6730700000003
NCI18,OUT013,3308.5599400000006
FDH14,OUT027,3872.3593799999994
FDR36,OUT027,3818.5294499999995
FDW01,OUT045,3006.91925
FDK02,OUT027,3477.34024
FDJ02,OUT018,1796.8943300000003
FDU55,OUT013,3511.19617
NCV18,OUT027,2431.0022499999995
FDH14,OUT018,1796.8943300000003
FDZ37,OUT045,1720.7601
FDX49,OUT049,2447.08132
NCD43,OUT046,1607.44094
FDZ07,OUT013,1779.6834000000003
FDK43,OUT035,2149.0692400000003
FDR32,OUT018,2449.31175
FDT39,OUT013,2548.71569
NCV54,OUT017,1968.0382199999997
FDF38,OUT018,1605.5434099999998
FDV60,OUT046,2962.84329
FDH44,OUT027,3836.2730199999996
FDS21,OUT046,1573.78475
NCL41,OUT045,1007.1889500000001
FDM46,OUT017,1789.7369800000001
FDU27,OUT045,1299.50844
NCJ54,OUT017,4165.244799999999
DRG51,OUT018,2216.18188
NCA29,OUT019,358.46672
FDR47,OUT045,2898.29398
NCL19,OUT027,2922.16291
DRG01,OUT049,2202.6994299999997
FDG10,OUT046,1589.16473
NCV05,OUT049,2398.04515
NCH18,OUT019,452.3112300000001
FDV14,OUT018,1790.7023900000004
DRJ23,OUT035,2144.9079899999992
DRJ11,OUT046,3047.83266
FDZ03,OUT017,3706.37544
FDI27,OUT010,263.35719
FDJ14,OUT018,1568.6248
FDU32,OUT017,1983.35162
FDD47,OUT027,4910.37487
DRF36,OUT035,2433.93177
FDM21,OUT046,2903.08774
FDV10,OUT018,1733.24385
FDH60,OUT018,2470.4176099999995
FDX47,OUT010,372.51509999999996
FDT19,OUT019,371.98246
FDO11,OUT045,2702.94826
FDH24,OUT027,2574.2824100000003
FDL02,OUT018,1522.05209
FDB02,OUT049,2414.8566
FDA43,OUT046,2964.24147
FDG52,OUT045,759.012
DRC12,OUT013,2987.24486
FDY37,OUT018,1796.8943300000003
NCU18,OUT045,2460.4306100000003
FDU09,OUT035,1665.63186
DRJ25,OUT027,2369.54891
DRE12,OUT018,1711.17258
DRL47,OUT017,2099.66688
DRK01,OUT046,1900.6592600000004
FDC22,OUT019,326.80793000000006
FDG44,OUT013,1688.2690599999999
FDW04,OUT035,2389.75594
FDK09,OUT049,2979.02223
NCN43,OUT035,2204.23077
FDG04,OUT049,2642.8931000000002
FDH32,OUT010,270.11506
DRI47,OUT017,2382.0992400000005
DRE15,OUT013,1600.2835900000002
FDY11,OUT035,2100.36597
FDO60,OUT049,1553.8773299999998
FDQ20,OUT018,1107.1921100000002
FDO57,OUT027,4564.02571
FDT14,OUT019,289.25681000000003
FDA57,OUT049,2123.6356800000003
DRN35,OUT017,1358.8978
FDJ03,OUT046,2249.4385899999997
